[Main] ToggleKey: removed	578dbc478767957bc68aa7f33232ca9ecda86e61d1ce5a58f95da19a65399fc8
[Main] ToggleKey: duplicate before, another value	39187550b124bfe83f66319f777cfbad8709c9c9305a9757444bb96a8480d05f
[Main] ToggleKey: duplicate after, another value	39187550b124bfe83f66319f777cfbad8709c9c9305a9757444bb96a8480d05f
[Main] ToggleKey: valid, then an invalid duplicate	0acb55fd5b1b57047daea4cafe853b58857409c93647bebf78c281b0767fd91a
[Main] ToggleKey: invalid, then a valid duplicate	061d2e33cd4bc7c59c6146878c91fb1f6103c939bed7e0a4a47158131e4207d3
[Main] ToggleKey: key case swapped	fab77ff52e93c89a851ace45d239dea8b13ced2426a6978e94c333d18e07003a
[Main] ToggleKey: section case swapped	d7fb38baf4a1e0c2a87d014c5238841b2801f04f5a7865f175c5d2d30fb350ce
[Main] ToggleKey: moved to another section	d247e085d8cdc496010a189b1ca24c707c74ccf0c5f1d0ba757d37a90c32a4b9
[Main] ToggleKey: before the first header	102a2fa332a5f1aeeb91c6cc6d820be8318e289b2e6605457646c56119f20a95
[Main] ToggleKey: '; x' appended	408cca86994bab16ac7f00c1ec2fb1a785821cc9cffb205740ecf2a712816651
[Main] ToggleKey: ';x' appended	6676d898d3e6330b897e9d301632f4e4f3bda33d79b31e167c23ce068f608588
[Main] ToggleKey: ' # x' appended	8cb567597c29538fc1cf4e6717099f8e9ed42069149e75d2a72a6ab28c23a1eb
[Main] ToggleKey: in double quotes	90af98c52faed55f56607b973e8d232d181e04f3a69d483e6aea7820ea45daae
[Main] ToggleKey: in single quotes	0b598c7c9eea3735733dae96652d030b9d53b2bb5b4a7705668cf5bcf0ecc427
[Main] ToggleKey: value empty	242af1f101b645579c0d0fd964433101a21c95708a502a101cf6d19cb4cf0244
[Main] ToggleKey: value space	34fd311cdc15c0a169c7c9b4e5cc59fb3a313c6a6f59ad215f035051568aa120
[Main] ToggleKey: value ""	7d64ff93e4cca34befca55b3afdbb5d521b35308cf752ca2c232b53918a57207
[Main] ToggleKey: value abc	925c66b19bab3e19a95c870ecaed8ecd64dd24c57fe5d06dd76e28f210137efd
[Main] ToggleKey: value nan	98e01b55f3e3631f441aae0f6898843408581c7ea28f2845ed2a72860519d41d
[Main] ToggleKey: value inf	4d0ab54a6877ea5ce45f1a903307e5349497412870efe8d671c1988763505fac
[Main] ToggleKey: value -inf	47d861156518e423ed4934f2fdc21c8356bb6821b5bba302d1fd29044bf22fae
[Main] ToggleKey: value 1e400	82148af41ece19eacfc151c04193598d8dc4edb493b8c0ddafdedd83d3a9feea
[Main] ToggleKey: value 0,15	703fa9c860fc4462c412768e5e9af1197f09f1cea6a2979f44f1211807d08f35
[Main] ToggleKey: value 0x10	d610ce0079a6c02388565fbdad6e4c156b65549861e211915f98d9817beff1c2
[Main] ToggleKey: value 010	c900b2cfe61b0ca848a11380353f40678c400bd3ec911b0e0cf39da51b4386ba
[Main] ToggleKey: value -1	fa1a129d245493d2aee918c52bfcd3444e28157f75a3e19a60464b2feab00203
[Main] ToggleKey: value +1	52fbeb001903c8a035cd41538dda6713477df060ef4dd136dd7c863ed7db8095
[Main] ToggleKey: value space then 1	272ddf36943c8380bbd84d7d732138c55bdbe22d8143aa9af49414a08725d017
[Main] ToggleKey: value 1 then space	83bd3ba7168d56ad2063af97a0f4dd3c93dcc90f6df56752b01830349833d431
[Main] ToggleKey: value 1abc	c959e177c7161eb050e427945ba3572b0ea685ad29a602f3c6b56c82557b076b
[Main] ToggleKey: value True	def01ab4c8bd642575bde585b87acb60d5114fc2414746fb49fb97e53436a5a3
[Main] ToggleKey: value TRUE	230db3b25dc4016bfbd5129eabb7e9babebdddfa1efb3baf5ad07e91a52f9135
[Main] ToggleKey: value tRue	75796c9870ad74bb190dc3a8d7df497f35e9d717885b3af486d1800e838dd7a5
[Main] ToggleKey: value yes	aaa3396c0721e49078a000d166e142521b3e39442a78a302c1b1c5431915a1d5
[Main] ToggleKey: value on	aff37f7b287b801cefe07a78f9174c7415856992da40e2ca6eed31644a6bf1b1
[Main] ToggleKey: value 2	b6b9431b989be8117d524621eb8c6ef8682ba1693dab37857b8682ebb2c52c9f
[Main] ToggleKey: value 1100 characters	1db98f3dcc6503e741782146165b153fff569c3c146528cb0662dc7794ad56d7
[Main] ToggleKey: hotkey 0x230	b6969d6a7ea3dcd63ce4542fa47c85b44004aff479b10dddd11c9319ca791c12
[Main] ToggleKey: hotkey 0	7c758d4b4d0bb296c3d734179f50ade2392e908abd8ba3d209ea4cd8fabade3a
[Main] ToggleKey: hotkey End	5310abb5286360fcefa1e3fe27625de12bc3dba0308316ea6afd7f2dfe87c8e8
[Main]: header with spaces	e96c171353ddead634d8f0c389b03158e630f43c9b86fb7ab03230d8a50cb5e8
[Main]: header with a comment	03ace2ebffde749ab88e886fb66185dadf6e86608d2a65f2c962a2ecf6104654
[Main]: header not closed	d90b8329d3e29c63ccc6ad1e0411e1b2ae207b08ffd41710c2375d65d343498a
[Main]: section repeated	f9529c00fad4e88e3fc9ec56860196cea97f0daa7bae380afffa99bac716de17
file: UTF-8 mark before a header	28d0c377f959c8d50bd324a2bc9a78436c27cb981d0605b7f87c42b0bb65ef43
file: UTF-8 mark before a comment	0a142b6d06748276c6ad2c69c822d9135183383ef52369e38e5118160ffa2352
file: CRLF	5f911a83a43b34b770557c61034b136f1c1f86d79fd31119768ab52736eb782f
