# Canonical value codec cases. See ../README.md, codecs/.
# codec	input	result	canonical	bits

# bool
bool	true	canonical	true
bool	TRUE	canonical	true
bool	True	canonical	true
bool	tRuE	canonical	true
bool	1	canonical	true
bool	yes	canonical	true
bool	YES	canonical	true
bool	Yes	canonical	true
bool	on	canonical	true
bool	ON	canonical	true
bool	On	canonical	true
bool	false	canonical	false
bool	FALSE	canonical	false
bool	False	canonical	false
bool	0	canonical	false
bool	no	canonical	false
bool	NO	canonical	false
bool	No	canonical	false
bool	off	canonical	false
bool	OFF	canonical	false
bool	Off	canonical	false
bool		invalid
bool	t	invalid
bool	f	invalid
bool	y	invalid
bool	n	invalid
bool	tru	invalid
bool	truee	invalid
bool	yess	invalid
bool	onn	invalid
bool	2	invalid
bool	-1	invalid
bool	01	invalid
bool	00	invalid
bool	1.0	invalid
bool	enabled	invalid
bool	disabled	invalid
bool	true ;note	invalid
bool	true\x09x	invalid
bool	"true"	invalid
bool	ye\xC5\xBF	invalid
bool	o\xEF\xBD\x8E	invalid

# int: 32-bit signed, every value
int	0	canonical	0
int	-0	canonical	0
int	-00	canonical	0
int	5	canonical	5
int	007	canonical	7
int	-5	canonical	-5
int	-0012	canonical	-12
int	500	canonical	500
int	2147483647	canonical	2147483647
int	-2147483648	canonical	-2147483648
int	00000000000000000000000000000000000001	canonical	1
int		invalid
int	-	invalid
int	--5	invalid
int	+5	invalid
int	5 	invalid
int	5.0	invalid
int	5.	invalid
int	1e3	invalid
int	0x10	invalid
int	0X10	invalid
int	1_000	invalid
int	1,000	invalid
int	1 000	invalid
int	2147483648	invalid
int	-2147483649	invalid
int	99999999999999999999999999	invalid
int	-99999999999999999999999999	invalid
int	five	invalid
int	5a	invalid
int	\xD9\xA3	invalid
int	\xEF\xBC\x95	invalid
int	5 ;note	invalid

# int: 32-bit signed, 1 to 65535
int[1,65535]	1	canonical	1
int[1,65535]	4242	canonical	4242
int[1,65535]	04242	canonical	4242
int[1,65535]	65535	canonical	65535
int[1,65535]	0	invalid
int[1,65535]	-0	invalid
int[1,65535]	-1	invalid
int[1,65535]	65536	invalid
int[1,65535]	2147483648	invalid
int[1,65535]		invalid

# hex32
hex32	0x0	canonical	0x0
hex32	0X0	canonical	0x0
hex32	0x00000000	canonical	0x0
hex32	0x404	canonical	0x404
hex32	0xbd4	canonical	0xBD4
hex32	0XbD4	canonical	0xBD4
hex32	0x00000404	canonical	0x404
hex32	0xFFFFFFFF	canonical	0xFFFFFFFF
hex32	0xffffffff	canonical	0xFFFFFFFF
hex32	0x80000000	canonical	0x80000000
hex32		invalid
hex32	0	invalid
hex32	0x	invalid
hex32	0X	invalid
hex32	404	invalid
hex32	x404	invalid
hex32	0h404	invalid
hex32	0x000000404	invalid
hex32	0x100000000	invalid
hex32	0xG	invalid
hex32	0xg1	invalid
hex32	-0x1	invalid
hex32	0x-1	invalid
hex32	+0x1	invalid
hex32	0x 1	invalid
hex32	0x1 	invalid
hex32	0x1.5	invalid
hex32	0x1L	invalid
hex32	0x1,0x2	invalid
hex32	00x1	invalid
hex32	1024	invalid

# hex64
hex64	0x0	canonical	0x0
hex64	0x1	canonical	0x1
hex64	0x0000000000000001	canonical	0x1
hex64	0x100000000	canonical	0x100000000
hex64	0x7ff6a0b21000	canonical	0x7FF6A0B21000
hex64	0xFFFFFFFFFFFFFFFF	canonical	0xFFFFFFFFFFFFFFFF
hex64	0xffffffffffffffff	canonical	0xFFFFFFFFFFFFFFFF
hex64		invalid
hex64	0x	invalid
hex64	0x00000000000000001	invalid
hex64	0x10000000000000000	invalid
hex64	140698833649664	invalid
hex64	0x7FF6A0B2100G	invalid

# float: every finite value; the last field is the value read, in hex
float	0	canonical	0.0	0x00000000
float	0.0	canonical	0.0	0x00000000
float	-0	canonical	-0.0	0x80000000
float	-0.0	canonical	-0.0	0x80000000
float	00.500	canonical	0.5	0x3F000000
float	1	canonical	1.0	0x3F800000
float	1.0	canonical	1.0	0x3F800000
float	1.00	canonical	1.0	0x3F800000
float	-1.5	canonical	-1.5	0xBFC00000
float	0.1	canonical	0.1	0x3DCCCCCD
float	0.15	canonical	0.15	0x3E19999A
float	0.2	canonical	0.2	0x3E4CCCCD
float	0.3	canonical	0.3	0x3E99999A
float	0.30	canonical	0.3	0x3E99999A
float	2.5	canonical	2.5	0x40200000
float	10	canonical	10.0	0x41200000
float	100	canonical	100.0	0x42C80000
float	1000	canonical	1000.0	0x447A0000
float	10000	canonical	10000.0	0x461C4000
